DOI,title,1,2,3,4,5
10.1016/j.jhydrol.2006.04.020,A review and evaluation of catchment transit time modeling (2006),this paper present an evalu and review of the transit time literatur in the context of catchment and water transit time estimation.,the review is focus on lump paramet transit time model for water drain catchment and provid a critic analysi of unresolv issu when appli at the catchment-scale.,"the intent is to promot new advanc in catchment hydrolog by clarifi and formal the assumptions, limitations, and methodolog in appli transit time model to catchments.","given the import of transit time, littl guidanc exist for the applic of transit time model in complex catchment systems.",it is motiv by new and emerg interest in transit time estim in catchment hydrolog and the need to distinguish approach and assumpt in groundwat applic from catchment applications.
10.1029/2010WR009854,Large wood storage in streams of the Eastern Italian Alps and the relevance of hillslope processes (2012),"lw storag in the studi channel result a be much lower than in seminatur basin of compar size and climate, and onli basin character by extens mass wast process contain high wood load with relev morpholog consequences.",both the gis model and statist test on field data indic that hillslop instabl connect to the channel network domin the lw recruit volum and the distribut of in-channel wood storage.,"a geostatistical, geograph inform system (gis)-bas model for wood recruit from hillslop instabl wa also develop and appli to the studi basin.",few studi have investig the distribut of lw in manag stream of the alp across a wide spatial scale.,an understand of the dynam of larg wood (lw) in mountain channel provid the basi for evalu natur morpholog pattern a well a manag potenti hazard wood transport dure flood events.
10.1080/02626660209493001,GIS approach to scale issues of perimeter-based shape indices for drainage basins (2002),"therefore, these index cannot object compar drainag basin across a rang of scale and basin sizes.",this paper present an object gis-bas methodolog for determin scale-depend shape index from grid drainag basin representations.,"due to the fractal behaviour of the basin boundary, perimeter-bas shape index depend on the scale at which they are determined.",shape index have been in use for sever decad to describ the characterist and hydrolog properti of drainag basins.,
10.1016/0022-1694(95)02704-S,IMPACT OF SMALL-SCALE SPATIAL RAINFALL VARIABILITY ON RUNOFF MODELING (1995),ha semiarid catchment were use a input to a distribut rainfall-runoff model.,"the result of this studi indic that if distribut catchment model is to be conduct at the  ha scale in an environ domin by convect air-mass thunderstorm rainfall, knowledg of the spatial rainfal variabl on the same scale is required.","however, even at this small scale, spatial variabl of precipit can translat into larg variat in model runoff.",rainfal and wind data obtain from a dens raingag network on a .,"when five model run were conduct use input from one of five record raingages, one at a time, the coeffici of variat for peak rate and runoff volum rang from  to %, and from  to %, respectively, over eight observ storm events."
10.1061/(ASCE)HE.1943-5584.0001094,Assessment of the Drought Hazard in the Tiber River Basin in Central Italy and a Comparison of New and Commonly Used Meteorological Indicators (2015),"this analysi demonstr () the veri similar evolut and behavior of the three index and () the reliabl of the spi for drought monitor and character in the case of the upper tiber river basin, also use observ hydrolog effects.","three relev indic are considered: () a new index standard effect precipit evapotranspir index (speti) incorporating, besid et, the loss due to runoff; () the common use standard precipit index (spi); and () the reconnaiss drought index (rdi).","base on these findings, a longer data set of avail precipit data ( stations, -year-long time seri from  to ) is use to calcul the spi  and to deriv four new subind reflect the intensity, magnitude, duration, and frequenc of drought events.","these subindicators, onc classified, are blend into a drought hazard index (dhi), thus provid a more holist character of the drought hazard on a scale of  to .",drought is one of the most common natur hazard with advers effect on agricultur and the water resources.
10.1016/j.pce.2012.08.002,Climate change and impacts on the hydrology of the Congo Basin: The case of the northern sub-basins of the Oubangui and Sangha Rivers (2012),"for the three gcms use in this study, there is veri littl chang in rainfal from the histor conditions.",there is a clear indic of the translat of climat signal into flows.,this studi ass the hydrolog respons of the congo basin runoff to futur chang of climat conditions.,the studi is carri out at the sub-basin scale in the northern part of the congo basin for which downscal gcm data have been obtained.,"in order to ass the impact of climat chang scenario on water resourc avail of the congo basin, three downscal and bias correct gcms were use to drive a semi-distribut rainfall-runoff model which wa initi establish for the whole congo basin through manual calibr and physically-bas a priori paramet estim approaches."
10.1061/(ASCE)HE.1943-5584.0001058,Use of Caesium-137 Measurements and Long-Term Records of Sediment Load to Calibrate the Sediment Delivery Component of the SEDD Model and Explore Scale Effect: Examples from Southern Italy (2015),"this paper report a studi in which cs- measur have been use to calibr the sediment deliveri compon of the sediment deliveri distribut (sedd) model for four catchment of contrast size, slope, and land use, locat in southern italy.","however, they requir calibr and valid if they are to be use to provid reliabl estim of soil eros and sediment yield.","the estim of net soil loss for the individu catchment and subcatch deriv from the cs- measur have been use to calibr the model specif parameter, beta, which show a strong depend on the sediment deliveri ratio (sdr) valu for individu subcatchments.",most of these model are base on the univers soil loss equat (usle) or revis univers soil loss equat (rusle).,"the use of fallout cs- measur afford a use mean of assembl spatial distribut inform on soil redistribut rates, which can be use to calibr and valid sediment yield models."
10.1111/1752-1688.12642,Projecting Canadian Prairie Runoff for 2041-2070 with North American Regional Climate Change Assessment Program (NARCCAP) Data (2018),"project total runoff for - show a geograph gradient in the ssrb, with possibl dri in the southern oldman river subbasin and possibl increas runoff in the northernmost red deer river subbasin.","in a first examin of the import question of project chang in interannu variability, we show increas magnitude.",total runoff wa the best of the six variabl in model observ runoff for each of the four ssrb subbasins.,"we use six differ runoff estim methods: total surfac and subsurfac runoff (total runoff), surfac runoff, and four estim base on budyko functions.",
10.1016/j.agwat.2019.03.012,Crop conversion impacts on runoff and sediment loads in the Upper Sunflower River watershed (2019),"simul consid high irrig adopt indic % averag annual percent chang increas in short-term flow dure the month of june, july, and august at the outlet.","farm and climat condit were dynam character in space and time by integr annual crop yield at the counti scale, annual crop irrig in the field scale, and an enhanc descript of precipitation.",the mississippi river alluvi floodplain is one of the most product agricultur region in the unit states.,this studi quantifi the effect of chang in crop convers and farm manag practic to discharg and sediment load in the upper sunflow river watershed.,mg/ha for exist conditions.
10.1016/j.jhydrol.2015.01.083,A hydrograph separation method based on information from rainfall and runoff records (2015),result show that the long-term deriv baseflow index are posit (negative) correl with basin area (runoff coefficient).,the event scale analysi show that the timing-rel paramet (i.e.,durat of rainfal and flow event and time lag between rainfal to flow events) increas with basin area in term of magnitud and variability.,water balanc paramet are shown to be character with le degre of variabl for single-peak event relat to multi-peak events.,this studi discus a physically-bas approach that combin baseflow separ and event identif with minim data requirement.
10.5194/hess-3-137-1999,The UP modelling system for large scale hydrology: simulation of the Arkansas-Red River basin (1999),this is achiev in a two stage process: in the first stage parametr are deriv from detail model of select repres small catchment and then use in a second stage in which a simpl distribut model is use to simul the dynam behaviour of the whole basin.,"the model oper at an hour time-step on -km grid squar for a two year simul period, and repres all the import hydrolog process includ region aquif recharge, ground water discharge, infiltration- and saturation-excess runoff, evapotranspiration, snowmelt, overland and channel flow.","the first stage of the process is describ in a companion paper (ewen et al., this issue), and the second stage of this process is describ here.","output from the model are discussed, and includ river discharg at gaug station and space-tim field of evapor and soil moisture.",
10.1002/hyp.6070,Regionalizing mean annual flow and daily flow variability for basin-scale sediment and nutrient modelling (2006),"the river basin is increas be use a the unit for natur resourc plan and management; to facilit this, basin-scal model of materi suppli and transport are be developed.","for mani basin-scal plan activities, detail rainfall-runoff model is neither necessari nor tractable, and model that captur spatial pattern of materi suppli and transport averag over decad are sufficient.","the region describ contain le uncertainty, and are more sensit to observ spatial variat in runoff, than region base on catchment area and rainfal alone.","the model use spars river gaug data, model grid surfac of mean annual rainfal and mean annual potenti evapotranspiration, and a network accumul algorithm.",
10.1002/ird.2044,"Assessment of hydrological changes in a river basin as affected by climate change and water management practices, by using the cat model (2016)","the futur annual surfac runoff, groundwat flow and evapotranspir were improv by -, + and +% in the late twenty-first centuri miroc.hir ab scenario, and by -, + and +% for the hadcm ab scenario.","for futur assessment, the gyeongan-cheon river basin locat in the north-eastern part of south korea wa selected.","this studi describ the applic of the catchment hydrolog cycl assess tool (cat) for improv the water cycl in a river basin, and suggest appropri water cycl improv method for adapt the impact of futur climat chang on river basin hydrology.","under the condit of water cycl improv are includ by facilities, the hydrolog cycl wa enhanc by increas groundwat flow and evapotranspiration, and decreas surfac runoff.",
10.1016/0341-8162(95)00012-H,HYDROLOGICAL STRUCTURE AND EROSION DAMAGE CAUSED BY CONCENTRATED FLOW IN CULTIVATED CATCHMENTS (1995),catchment eros rate were estim by ad togeth the predict rill volum for each segment within the catchment.,these area were identifi by the structur state of their soil surface.,the work hypothesi were that (i) runoff concentr along channel determin by topographi or by agricultur practices; (ii) rill length is a major compon of rill volum variabl on a catchment scale; (iii) rill cross-sect area are control by the size of upslop runoff-contribut area connect to the correspond channels.,"each segment wa character by it slope gradient (sl), the soil suscept to rill eros (sse) and the size of the upslop runoff-contribut area (rca) connect to it.","two samples, one of  zero order catchment and the other of  catchments, were surveyed."
10.1007/s11769-012-0543-z,"Stable isotopes in precipitation in Xilin River Basin, northern China and their implications (2012)",the relationship between delta d and delta o- defin a well constrain line given by delta d = .,"under the increas pressur of water shortag and stepp degradation, inform on the hydrolog cycl in stepp region in inner mongolia, china is urgent needed.",a light precipit amount effect exist at the precipit event scale in this area.,"an intens investig of the tempor variat of delta d and delta o- in precipit wa conduct in - in the xilin river basin, inner mongolia in the northern china.","the delta d and delta o- valu for  precipit sampl rang from +.aeuro degre to -.aeuro degre and -.aeuro degre to -aeuro degrees, respectively."
10.5194/hess-16-4401-2012,Using the UKCP09 probabilistic scenarios to model the amplified impact of climate change on drainage basin sediment yield (2012),analysi of extrem event also show the amplif effect from rainfal to sediment deliveri with even greater amplif associ with higher return period events.,"result show that winter rainfal is project to increase, with larger increas at the extremes.","this studi integr state-of-the-art approach from the climat chang and geomorph communiti to address these issu in a probabilist model studi of the swale catchment, uk.",previous research model climat influenc on geomorph chang ha been limit by how climat variabl and chang are repres by downscal from global or region climat models.,precipit intens and the frequenc of extrem event are project to increas under climat change.
10.1016/j.jhydrol.2012.11.033,A conditional disaggregation algorithm for generating fine time-scale rainfall data in a warmer climate (2013),"the gam-mof algorithm wa then appli to nine station around australia, with the result show that relat to the daili rainfal amount, the maximum intens of short durat rainfal increas by between .% and .% per degre chang in temperatur for the maximum six minut burst, and by between .% and .% for the maximum  h burst.","this highlight that a signific proport of the chang to the distribut of rainfal is like to occur at sub-daili timescales, with import implic for mani hydrolog systems.","the rational is that a the atmospher warms, futur rainfal pattern will be more reflect of histor rainfal pattern correspond to warmer day at the same location, or to locat which have an atmospher profil more reflect of expect futur climate.","it wa found that the daili to sub-daili scale relationship vari signific by season and by location, with rainfal pattern on warmer season or at warmer locat typic show more intens rainfal occur over shorter period compar with cooler season and stations.","this paper describ an algorithm for disaggreg daili rainfal into sub-daili rainfal fragment (fine-resolut rainfal sequences) under a future, warmer climate."
10.1002/hyp.8452,Assessment of future stream flow over the Sesan catchment of the Lower Mekong Basin in Vietnam (2012),the dakbla river basin show a substanti increas in stream flow when compar with the poko river basin.,"this region climat model output wa deriv use the weather research and forecast model, which wa use to downscal the general circul model echam t under the a greenhous gas emiss scenario for the future.","the result from the simul of futur stream flow indic that, over both dakbla and poko river basins, the stream flow is like to increase, especi dure the peak rainfal season.",,
10.1016/j.ijsrc.2015.03.011,Dependence of the sediment delivery ratio on scale and its fractal characteristics (2015),"within a nest watershed, a propos sdr scale transfer model wa construct use the sdr at a typic watersh unit scale with an area of approxim  km() (sdr') and a fractal dimens of the sdr at a nest watersh scale (d).","moreover, the sdr can be quantit express and scale use fractal dimens under certain tempor and spatial scales.","it is a valid and use approach to construct sdr scale model by use fractal dimension, which could be an interest research topic regard sdr scale in the future.",this research also point out that the studi and calcul of the sdr cannot be correct without consid it scale dependence.,"in addition, the sdr in various watersh in china and abroad show correl with tempor and spatial scales, which mean that the sdr depend on watersh scale."
10.1623/hysj.48.3.413.45280,Effect of warmer climate on the depletion of snowcovered area in the Satluj basin in the western Himalayan region (2003),warmer climat condit acceler the melt of snow result in faster disappear of season snow cover from the basin.,snowmelt runoff contribut substanti to the annual streamflow of this river.,"for each zone, the relationship between the cumul melt and snow-cov area wa establish and use to obtain the snow deplet curv under warmer climate.","in order to studi the impact of three warm scenario (t+, t+ and t+degreesc), more than  new snow deplet curv were prepar for differ elev zone of the basin over a studi period of nine year (/-/ and /-/).","for the studi basin, acceler in deplet of snow-cov area is comput to be ,  and  day for t+, t+ and t+degreesc scenarios, respectively, by the end of the ablat season."
10.1016/j.jhydrol.2014.09.078,Reconstructing flash flood magnitudes using 'Structure-from-Motion': A rapid assessment tool (2014),"with low uncertainti in our terrain model and our reconstruct flood water surface, we highlight the ad valu of the sfm approach for incorpor reach scale spatial variabl into hydraul reconstructions.","for the first time, we demonstr the applic of structure-from-mot (sfm) with multi-view stereo (mvs) to reconstruct the magnitud of a flash flood.",m; (ii) high water mark extract from the sfm model were within .,m of those survey in the field with no consist over or under-estimate; (iii) peak discharg reconstruct from a two-dimension hydraul model wa within the rang of more convent estimates.,
10.1016/j.advwatres.2014.03.005,Modeling scale-dependent runoff generation in a small semi-arid watershed accounting for rainfall intensity and water depth (2014),"the perform of the water depth-depend model wa better than that of the convent model on the scale of a rainfal simul plot, but on the scale of a small watersh the perform of both model type wa similar.",the model wa appli to rainfal simul data and natur rainfall-runoff data from a small sub-watersh (.,we believ that the propos model contribut to a le scale-depend way of model runoff and eros on the hillslope-scale.,"it is hypothes that runoff accumul further downslop lead to increas water depth, inund high infiltr areas, which increas the area-averag infiltr rate.",paramet were deriv from rainfal simul and from watershed-scal calibr direct from the rainfall-runoff events.
10.1016/j.jhydrol.2019.01.059,Spatial variability of the relationships of runoff and sediment yield with weather types throughout the Mediterranean basin (2019),"princip compon analysi (pca) wa use to identifi spatial relationship of the differ wts includ three hydro-sedimentari variables: rainfall, runoff, and sediment yield (sy, use to refer to both soil eros measur at plot scale and sediment yield regist at catchment scale).",the approach use here could be use to aid of the design of region water manag and soil conserv measures.,"our result confirm that character by wt improv understand of the general condit under which runoff and sy occur, and provid use inform for understand the spatial variabl of runoff, and sy throughout the mediterranean basin.","conversely, three spatial class are identifi for sy character by: (a) n and ne flow in northern site (b) e flow in eastern sites, and (c) w and sw flow in western sites.",
10.1016/j.advwatres.2005.03.018,DEVEX-disdrometer evaluation experiment: Basic results and implications for hydrologic studies (2006),"increas our understand of the small scale variabl of drop size distribut (dsd), and therefor of sever bulk characterist of rainfal processes, ha major implic for our interpret of the remot sens base estim of precipit and it uncertainty.","sinc the instrument were collocated, the effect of the natur variabl of rain are reduc some with time integration, isol the instrument differences.","dure the spring and summer of  the author conduct the devex experi (disdromet evalu experiment) to compar measur of natur rain made with three differ type of disdromet colloc at the iowa citi municip airport in iowa city, iowa in the midwestern unit states.",the data set collect dure the devex experi is made avail to the research community.,
10.2166/nh.2017.070,A multi-scale nested experiment for understanding flood wave generation across four orders of magnitude of catchment area (2018),current understand of flood respons is defici concern the variat of flood generat at differ spatial scale a a function of spatial and tempor variat in storm rainfall.,"peak specif discharg for winter event appear to remain constant with area up to - km(), correspond to the main upland headwat catchments, thereaft declin a area increases.","km() to , km().",the data were analys to show the spatial scale depend of flood peak and lag time.,"particular for larg synopt storms, averag scale law for peak discharg have been quantifi (expon rang between ."
10.1029/2006WR005299,Scale-dependence of natural variability of flow regimes in a forested landscape (2007),"a -year simul flow record wa use to calcul natur variabl in the flow regime, defin by the s [( th percentil - th percentile)/ median].","conversely, flow variabl under drier condit wa scale-dependent, with smaller basin (<  ha) show a larg rang in variabl and larger basin (>  ha) show a smaller rang in variabl that converg toward a constant with increas area.","a combin of index describ the near-stream riparian area within a basin, median basin resid time, and basin curvatur wa signific relat to flow variabl under drier conditions.",this research seek to determin relat between natur variabl in the flow regim and basin scale.,"within the rea, morphometr sourc of natur variabl were determin through multivari regress analyses."
10.1029/2010WR010342,Toward a robust method for subdaily rainfall downscaling from daily data (2011),"compar to daili rainfal data, observ subdaili rainfal time are rare and often veri short.",the requir subdaili rainfal statist are tradit deriv from daili rainfal record by assum some tempor scale behavior of these statistics.,the predict power of the new approach is assess for sever subdaili rainfal statist and is shown to be superior to the one of tempor scale laws.,the studi is complet with a detail discuss of how such reconstruct statist improv the accuraci of an hour rainfal generat base on poisson cluster models.,the method us multivari adapt regress splines; it is learning-bas and seek direct relationship between target subdaili statist and avail predictor (includ (supra-) daili rainfal statist and extern inform such a large-scal atmospher variables).
10.1016/S0048-9697(03)00081-0,Integration of shelf evolution and river basin models to simulate Holocene sediment dynamics of the Humber Estuary during periods of sea-level change and variations in catchment sediment supply (2003),"three model element and sedimentari evid provid an understand of sediment characteristics, river basin processes, tidal regim and sea-level chang to explain sediment suppli to the humber estuari through the holocen (the last   years).","comparison with the sediment fill of the lowland around of the humber estuary, that repres the extent of the estuari dure the holocene, demonstr that most of the fill ( similar to -%) wa deriv from non-fluvi sources.","the most signific chang occur with the inner reach of the palaeo-estuaries, especi those of the humber and the fenland.",the simul pattern of tidal current concur with the transport of fine grain sediment from the coastal zone into the estuaries.,throughout the mid-holocen they are characteris by signific lower tidal rang (mwhst similar to .
10.1016/j.jhydrol.2005.11.003,Effect of mulching techniques on plot scale runoff: FDTF modeling and sensitivity analysis (2006),transfer function and implicit product function were estim on each plot use an iter algorithm for the calibration.,"then, model precis wa test (i) by stochast simul to estim the local uncertainti due to experiment errors, and (ii) by perform a bootstrap analysi to ass the global uncertainti due to the effect of rainfal event sampling.",the model wa abl to separ the effect of predict rainfal excess and the transport of the excess rainfal over the plot.,"t ha(-) of residu mulch (t and t, respectively).",the fdtf model prove power in analyz the effect of mulch cover when runoff data is available.
10.1007/s11368-014-0987-0,Suspended sediment dynamics during flushing flows in a large impounded river (the lower River Ebro) (2014),relationship between sediment and discharg (i.e.,"at the upstream sections, the sediment peak usual preced peak discharg (i.e.","at the tempor scale, the season when the artifici releas were perform strong influenc the sediment availability, with similar-magnitud flush flow generat higher sediment peak in autumn than in spring.","these result are of great interest in order to reinforc the flush flow programm in the lower ebro river, so a to help achiev the sustain of the riverin and deltaic ecosystems.","clockwis loop); however, flow rout through the -km channel length tend to increas the lag between them, modifi the hysteresi toward counter-clockwis pattern in the downstream direction."
10.1016/j.jhydrol.2016.02.019,Operational hydrological forecasting during the IPHEx-IOP campaign - Meet the challenge (2016),"success in oper flood forecast at lead time of , ,  and  h wa also achiev through discharg assimil with nses of ., ., .","second, various data assimil approach are explor a posteriori (post-iop) to improv oper (flash) flood forecasting.",this manuscript first describ the oper testb framework and workflow dure the iphex-iop includ a synthesi of results.,at -min time-scal were attain for three headwat catchment in the inner mountain region demonstr that the assimil of discharg observ at the basin outlet can reduc the error and uncertainti in soil moistur at veri small scales.,both flood hindcast and forecast were signific improv by assimil discharg observ into the dchm.
10.1002/eco.1959,"Effect of discharge and habitat type on the occurrence and severity of Didymosphenia geminata mats in the Restigouche River, eastern Canada (2018)","at the watersh scale, a two-sampl kolmogorov-smirnov test highlight a signific effect of maximum spring discharg on mean annual d.geminata mat severity, indic that when maximum spring discharg is high, sever of d.geminata mat in the follow month is signific lower.","additionally, maximum spring discharg explain % of the variabl in annual mat severity.","over the cours of  monitor summers, more than , observ of d.geminata mat sever were report in  subwatersh of the restigouch river basin.",this studi contribut to the understand of mat sever dynam and illustr the valu of volunt monitor network for studi complex ecosystem dynamics.,metric were then extract from this dataset to ass the spatial and tempor variabl of mat severity.
10.2166/wcc.2013.171,"Process design and management for integrated flood risk management: exploring the multi-layer safety approach for Dordrecht, The Netherlands (2014)",new flood risk manag polici account for climat and socio-econom chang by embrac a more integr approach.,this paper present a case studi where a recent develop framework for process design and manag ha been use and evalu whether or not the collabor plan process led to an ifrm plan.,literatur provid limit guidanc on how to organis a collabor plan process to devis integr flood risk manag (ifrm) plans.,"mls compris three flood safeti layer to reduc flood risk: flood protection, spatial planning, and emerg response.",the delta programm investig how the netherland can adapt to the effect of climat change.
10.19199/2016.1.2038-5625.005,Step by step development of HIRM-KW: a field-scale runoff model (2016),hirm-kw is implement by a freewar softwar and the execut program can be request to the authors.,"in italy, % of the territori is estim to be threaten by acceler erosion, becaus of both it natur structur and anthrop action.","moreover, it wa built up step by step in order to obtain a system of equations, lend itself to numer treatment.",,
10.2134/jeq2003.2172,Effect of rainfall simulator and plot scale on overland flow and phosphorus transport (2003),"however, slope of the logarithm regress between p enrich ratio and sediment discharg were similar (.-.)",we investig the use of two rainfal simul design to rain on -m-long (-m()) and .-m-long (.-m()) plot to estim overland flow and phosphorus (p) transport in comparison with watershed-scal data.,mg l-) than .-m-long (.,"while concentr and load of p chang with plot scales, process govern drp and pp transport in overland flow are consistent, support the limit use of small plot and rainfal simul to ass the relationship between soil p and overland flow p a a function of soil type and management.","conversely, sediment, particul phosphorus (pp), and total phosphorus (tp) concentr and select transport of soil fine (< mum) were signific lower from - than .-m-long plots."
10.5194/hess-14-407-2010,Flood trends and variability in the Mekong river (2010),we conclud that the absenc of detect posit trend in the hydrolog time seri wa a methodolog misconcept due to over-simplist models.,"nsgev outperform mk and ols, both becaus it result in le type ii errors, but also becaus it allow for a more complet descript of the trends, allow to separ trend in averag and in variability.","overall, result show an increas likelihood of extrem flood dure the last half of the century, although the probabl of an averag flood decreas dure the same period.",the time seri are generat use the general extrem valu function with vari scale and locat parameter.,these time seri span through over  year and are the longest daili discharg time seri avail in the region.
10.1021/es001220f,Effect of scale on the behavior of atrazine in surface waters (2001),"atrazin is chosen becaus it is wide used, is transport in runoff relat easily, is wide observ in surfac waters, and ha relat littl loss in the stream network.",ha) and small watersh (<  ha).,the result from this studi establish the direct relev for agricultur field plot studi to watersh studi across the full rang of scale.,the relat invari lapu valu observ across a larg rang of watersh area impli that the characterist of atrazin itself (applic method and chemic properties) are import in determin the extent of runoff.,there is no differ in the mean or rang of lapu valu for area from the size of experiment field plot (greater than or equal to.
10.1007/s00477-011-0553-x,"The spatial and temporal analysis of dry spells in the Yellow River basin, China (2013)","it is sure that the northern part of yellow river basin, with a higher mxds and mds and lower nds, is much drier than southern part in a region scale.","by compar the frequenc of dri spell dure the enso events, it can be found that the frequenc of intermedi and long dri spell is almost tantamount dure the occurr period of el nio and la nina.",mean nds show an opposit distribut to that of mean mxds and mds.,"three indices, includ the maximum length (mxds), mean length (mds) and number of dri spell (nds), and five period (annual, winter, spring, summer and autumn) are considered.","in this research, drought in yellow river basin ha been studi by use dri spells."
