DOI,title,1,2,3,4,5
10.1002/hyp.10547,Site-scale variability of streambank fluvial erodibility parameters as measured with a jet erosion test (2015),"on three uniqu streambank in oklahoma and across a rang of erodibility,  to  jet were conduct over a span of three day at each site.","the requir sampl size to accur estim the erod paramet depend on the jet solut technique, the paramet be estimated, and the degre of precis and confidence.","becaus the paramet were log-norm distributed, use empir equat to predict eros properti base on soil characterist will like contain high uncertainti and thus should be use with caution.",conduct three to five jet per soil layer on a streambank typic provid an order of magnitud estim of the erod parameters.,the research object were to investig the variabl of jet result from assum homogen streambank layer and to estim the number of jet requir to accur character erod for use in predict models.
10.5194/hess-18-4169-2014,"Development and testing of a large, transportable rainfall simulator for plot-scale runoff and parameter estimation (2014)","the literatur is unclear on this relationship, and there is littl quantit guidanc for model efforts.","the system wa test with three configur of common pressur wash nozzl produc rainfal intens of , , and  mm h(-) with uniform coeffici of , , and  %, respectively, over a plot of .","the two-term philip infiltr model wa use to find optim valu for the satur hydraul conduct of the soil surfac and bulk soil, soil water retent curv slope, and air entri suction head.",this inexpens (less than usd ) rainfal simul can therefor be use to identifi field paramet need for hydrolog modeling.,
10.1007/s11356-017-0637-3,"Seasonal toxicity variation in light-textured soil amended with urban sewage sludge: interaction effect on cadmium, nickel, and phytotoxicity (2018)","accordingly, the aim of this field-scal studi wa to evalu the season phytotox accord to cd, ni, and dehydrogenas variat in an agricultur soil dure two success annual amend with increas amount of urban sludg (, , , and  t ha(-) year(-)).",sampl wa carri out at the end of dri season (eds) and at the end of wet season (ews) dure  year /.,"sewag sludg is increas use a an organ amend to agricultur soils, especi to soil contain littl organ matter.","however, littl is known on the impact of this biowast on season chang of nickel and cadmium toxic in a sandi loam soil.",sludg applic signific increas the amount of organ matter and dehydrogenas activ in the soil.
10.2134/jeq2007.0578,Regional assessment of herbicide sorption and degradation in two sampling years (2008),"variabl in total ,-d miner wa particular low, with a coeffici of variat of onli % at the provinci scale.","regress model describ degrad paramet were general poor or not signific becaus ,-d miner wa onli weak associ with measur ,-d sorption paramet and soil properties.","sorption and degrad of the herbicid ,-d [,-dichlorophenoxyacet acid] were determin for  surfac soil ( to  cm) collect in  and in  between  degre to  degre north longitud and  degre to  degre west latitud in alberta, canada.","d, much lower than the field dissip half-lif of  d report for ,-d in general pesticid properti databases.","averag ,-d half-liv in ecoregion rang from ."
10.1016/j.scitotenv.2017.02.201,Assessing the risk of phosphorus transfer to high ecological status rivers: Integration of nutrient management with soil geochemical and hydrological conditions (2017),"on this soil type % of field record a field p surplus of between  and  kg ha(-), account for % of field survey across  farm in a pressur high status catchment.","in contrast, the two intens manag catchment present a risk of p transfer in onli % and % of field survey across  farms.",this studi assess the risk of p loss at field scale from farm under contrast soil condit within three case-studi catchment upstream of near-pristin river sites.,this situat occur on % of field survey in the least intens manag catchment with no on-farm nutrient manag plan and soil testing.,agricultur ha been implic in the loss of pristin condit and ecolog at river site classifi a at high ecolog status across europe.
10.1016/j.agee.2015.06.020,Assessment of soil respiration patterns in an irrigated corn field based on spectral information acquired by field spectroscopy (2015),the assess of soil respir process in agroecosystem is essenti to understand the c balanc and to studi the effect of soil respir on climat change.,"however, specif model should be appli for the differ phenolog stage and there is a need to be cautious when upscal remot sens models.",result show signific differ and a high variabl in the relationship between rs and ra with spectral index within the corn field dure the phenolog stage and in measur under the plant and between the rows.,the object of this work wa to evalu the potenti to ass total (rs) and autotroph (ra) soil respir through spectral inform acquir by field spectroscopi in a row irrig corn crop (zea may l.) throughout the grow period.,"the relationship between rs and ra with leaf area index (lai), spectral index and abiot factor (soil moistur and soil temperature) were assess by linear regress model use the adjust coeffici of determin (r-adj()) to measur and compar the proport of varianc explain by the models."
10.1016/j.catena.2005.06.001,"Gully erosion: Impacts, factors and control (2005)","in this respect, tracer such a carbon, nitrogen, the nuclear bomb-deriv radionuclid  cs, magnet and the strontium isotop ratio are increas use to fingerprint sediment.","in addition, gulli tend to enhanc drainag and acceler aridif process in the semi-arid zones.","gulli can also chang the mosaic pattern between fallow and cultiv fields, enhanc hillslop eros in a feedback loop.","the object of this paper is to review recent studi on impacts, factor and control of gulli eros and updat the review on gulli eros and environment change: import and research need [poesen et al., .","yet, reconstruct of histor caus of gulli erosion, use high-resolut stratigraphy, archaeolog date of potteri and c- date of wood and charcoal, show that the main gulli eros period identifi in europ correspond to a combin not onli of deforest and overus of the land but also to period with high frequenc of extrem rainfal events."
10.1016/j.ancene.2015.11.004,Quantifying sheet erosion in agricultural highlands of Sri Lanka by tracking grain-size distributions (2015),"this paper develop a low cost and effici method to quantifi the rate of soil loss caus by splash and sheet erosion, in-situ at the plot scale.",this method is potenti transfer to other cropland a a robust approach for rapid measur of splash and sheet erosion.,identifi soil eros hot spot in highland agricultur cropland and monitor the effect of soil conserv are crucial for improv land manag practices.,"the net splash and sheet eros rate in the plot wa  t ha(-) yr(-), which is compar with previous soil eros result obtain in the area ( t ha(-) yr(-)) at similar tempor and spatial scale and under the same agricultur use.","this studi suggest that approxim half of the total eros in the uuoc area result from splash and sheet erosion, wherea the rest is driven by concentr flow through rill and gulli erosion."
10.1002/2016JG003674,Mechanistic modeling of microbial interactions at pore to profile scale resolve methane emission dynamics from permafrost soil (2017),soil methanotroph and methanogen microbi communiti rapid adjust their activ and spatial organ in respons to permafrost thaw and other environment factors.,of particular concern is the potenti releas of larg amount of soil carbon and stimul of other soil-born greenhous gas emiss such a methane.,the model distinguish microbi activ in aerat bulk soil from aggreg (or submerg profile) for resolv methan product and oxid rates.,the sensit of polar region to rais global temperatur is reflect in rapid chang hydrolog process associ with pronounc season thaw of permafrost soil and increas biolog activity.,the model link season thermal and hydrolog dynam with evolut of microbi communiti composit and function affect net methan emiss in good agreement with experiment data.
10.1007/s10533-008-9195-6,Effects of wind erosion on the spatial heterogeneity of soil nutrients in two desert grassland communities (2008),"in the wind enhanc plot of the sm site, up to % of the spatial depend of soc wa autocorrel at the distanc of .","wind is known to affect the spatial heterogen of soil resourc in arid and semiarid systems, but multi-year, quantifi observ are larg absent.",enhanc wind eros wa encourag by grass cover reduct in a sporobolus-mesquit domin site (sm) and a bouteloua-mesquit domin site (bm).,"despit the differenti effect of wind on the soil analytes, we conclud that the overal result of wind on the grass cover reduct plot are the disappear of small, strong fertil islands, which may be relat to grasses; and the reinforc of larg fertil islands, which are like relat to mesquit shrubs.",the scale and magnitud of spatial depend for the soil analyt were quantifi use geostatist analyses.
10.2489/jswc.64.1.43,"Comparison of runoff, soil erosion, and winter wheat yields from no-till and inversion tillage production systems in northeastern Oregon (2009)","ha ( and  ac), in the  mm y(-) (.",the no-til rotat wa substanti more effect in conserv soil and water in this field-scal comparison.,mean wheat yield did not signific differ between invers tillag and no-til treatment despit intensifi the rotat by replac one year of fallow with a chickpea crop in the four-year rotation.,we record  runoff event from the invers tillag system and  from the no-til system.,total runoff and eros valu from invers tillag drainag were .
10.1016/S0022-1694(03)00183-5,Simulating sensitivity of soil moisture and evapotranspiration under heterogeneous soils and land uses (2003),"these result lead u to conclud that appropri represent of land use, soils, and climat are necessari to accur repres the water and energi balanc in real landscapes.","not surprisingly, the studi find increas soil water content in the root zone throughout the year under irrig farming.",it modifi energi balanc at the surfac and the rate of water cycl between the land and atmosphere.,the climat effect basic mask the soil effect under wet conditions.,
10.1016/S0048-9697(00)00649-5,Interaction of nitrogen deposition and land use on soil and water quality in Scotland: issues of spatial variability and scale (2001),"regional, and catchment databas were develop to ass the relationship between n deposition, soil c/n ratios, land use and surfac water no() concentrations.",nation classif scheme for land use and soil were use a onli limit empir data are avail at such larg spatial scales.,"to investig the signific of n deposit on the potenti acidif of surfac waters, national.","tempor trend of region water qualiti highlight a increas loch no() concentr between  and -, presum reflect an increas in n deposition, enhanc leach loss from the terrestri compon of the catchment, or alter in-lak processes.",the potenti mechan through which veget and soil may modifi incom deposit are discussed.
10.1080/09593330.2014.902113,Capping hazardous red mud using acidic soil with an embedded layer of zeolite for plant growth (2014),"dure the initi stage, the plant grew better when the red mud wa not neutral with mgcl probabl due to ph rise in the root zone.",neutral of red mud led to salin and ph decreas in the root zone.,this sandwich-structur design allow self-sustain growth of the plant under rain-f condit no matter whether the under red mud wa neutral or not.,"this, combin with increas in ph and decreas in salinity, mark facilit microbi activ and consequ improv the suppli of nutrients.",this studi provid a basi for field-scal experiment design that will have implic for effect establish veget cover in red mud dispos site to control dust hazards.
10.2113/3.1.134,Distribution of microorganisms and their activities in capillary barriers: Implications for modeling of hydrologic transport through capillary barriers (2004),"we found relat uniform distribut of microorgan and activ across the barrier ( both designs), consist with the first conceptu model.","two field-scal barrier prototyp were studied: the ""thick soil"" design and ""capillari barrier"" design.",we propos laboratori studi to evalu long-term consequ of microbi produc surface-act substanc on barrier integr and indic how these effect can be incorpor into model predict long-term barrier performance.,"we hypothes that soil microorgan may affect the long-term perform of surfac barrier by alter soil structure, soil wettability, or soil pore water surfac tensions.","our initi studi involv field sampl of thick and capillari barrier prototyp at two differ locations, examin of the distribut of microorgan and their activ in vertic transect through the barriers, and correl of the biolog measur with barrier hydraul properties."
10.1016/S0167-8809(00)00231-0,What soil constraints should be included in crop and forest models? (2000),the dynam of water and nitrogen are the soil featur common repres in crop/forest models.,the extent to which the model output is credibl depend on how well the model repres those aspect of the system that an import for a particular application.,the choic of what soil constraint should be includ in model will depend on what the model is to be use for and the understand of the process that the model purport to represent.,"the issu to be address includ those concern with crop growth and profitability, effect on the soil resource, and consequ for the environment.","base particular on experi with the apsim model framework, the paper report develop aim at deal with erosion, soil structure, salinisation, acidification, and phosphorus a limit to plant growth."
10.1080/15226514.2012.702805,PROXIMAL SPECTRAL SENSING TO MONITOR PHYTOREMEDIATION OF METAL-CONTAMINATED SOILS (2013),"in soil, most predict are base on intercorrel of metal with spectrally-act soil constitu viz., fe-oxides, organ carbon, and clays.","both laboratori and field spectroscopi have been appli to sens heavi metal in soil indirect via their intercorrel with soil constituents, and also through metal-induc veget stress.",assess of soil contamin and it long-term monitor are necessari to evalu the effect of phytoremedi systems.,,
10.1007/s00477-011-0490-8,"Spatial and temporal variability of Mehlich-1 extractable Fe, Mn and Zn over a rice field as a function of lime amendment (2011)","soil extract and fe, mn and zn exhibit a rather strong spatial dependence, a nugget varianc wa either null or a small proport of the total variance, and this all over the three differ studi period and for the three lime treatments.","lime signific increas extract fe and mn, but decreas extract zn.",these find indic the potenti for appli the principl of precis agricultur to control spatiotempor variabl in rice fields.,geostatist analysi provid insight into possibl process respons of the observ spatial variabl pattern within the rice soil.,"krige wa use in map soil micronutri variabl allow identifi microrregion with high or low fe, mn and zn concentrations, which show the presenc of small scale variability."
10.1007/s00254-007-1181-0,"Catchment scale spatial variability of soil salt content in agricultural oasis, Northwest China (2008)","soil salin is a serious environment problem in the world, especi in arid and semi-arid regions.","() map of soil salt content by krige and compar it with landscap map show that area of soil salin in old oasi wa smaller than that in new oasis, and degre of soil salin in old oasi wa also lower than that in the new one.","therefore, estim spatial variabl of soil salin play an import role in environment sciences.","method of classic statistics, geostatistics, remot sens (rs) and geograph inform system (gis) were appli to estim the spatial variabl of soil salt content in the topsoil (- cm) and it relationship with landscap structur at catchment scale.","the result reveal that () elev of landform wa a key factor for soil salt content spatial variability, and soil salt content had a strong spatial autocorrelation, which wa main induc by structur factors."
10.1016/j.rse.2004.03.019,"Upscaling ground observations of vegetation water content, canopy height, and leaf area index during SMEX02 using aircraft and Landsat imagery (2004)","kg m(-), and canopi height to within .",in) aircraft and coarser-resolut ( in) landsat imageri in upscal an extens set of ground-bas measur of canopi biophys properti collect dure the soil moistur experi of  (smex) within the walnut creek watershed.,"with the aircraft data set, which did not includ a short-wav infrar water absorpt band, the optim soil adjust veget index (osavi) yield best correl with observ and highest satur levels.","at the observ scale ( in), lai wa retriev from both ndwi and osavi imageri with an accuraci of ., veget water content at .",microwave-bas remot sens algorithm for map soil moistur are sensit to water contain in surfac veget at moder level of canopi cover.
10.1016/j.catena.2011.09.005,Field-scale estimation of the volume percentage of rock fragments in stony soils by electrical resistivity (2012),"in the case of stoni soils, the volum percentag of the content of rock fragment remain difficult to estim in situ.","the estim of the rock fragment content wa accurate, and the error estim of about % wa the same order of magnitud a the bussian model ().",the develop model strong depend on the water content in the soil and the rock type and must be calibr in each context.,this paper present a method that us field spatial electr resist measur to determin the volum proport of rock fragments.,the model wa test on three studi area of sever hectar contain soil unit with vari quantiti of rock fragments.
10.1002/ldr.2641,Ongoing and Emerging Questions in Water Erosion Studies (2017),(iv) consensus need to be reach concern the contribut of soil eros to the carbon cycle.,(i) the relationship between on-sit and off-sit consequ of soil eros need to be elucid if the econom and environment cost are to be adequ assessed.,(v) the consequ of climat chang on eros and sediment transport should be investig in depth.,"some basic unresolv issues, includ the absenc of a univers accept definit of soil eros and disagr about how to measur it have contribut to a degre of scientif stagnation.",(vi) the general societi need to perceiv soil eros a a critic matter requir an urgent response.
10.17221/9/2010-SWR,Geostatistical Analysis of Soil Texture Fractions on the Field Scale (2011),the estim uncertainti need to be evalu for the incorpor into the risk analysi in the soil management.,"cross-valid indic that cok is the most accur method for estim the silt and clay contents; rmse equal to .% and .%, respectively.","the uncertainty, however, vari much le across the studi area compar to condit varianc for ik.","the soil sampl were taken on  sites, about -m apart.","the valid techniqu wa cross-validation, and the comparison criterion were the mean bias error (mbe) and root mean squar error (rmse)."
10.1080/02772248.2015.1123484,Assessing the effect of scaling methods on retrieval of soil moisture based on MODIS images in arid regions (2016),"() in order to test the accuraci of the retriev model, the distribut of soil moistur wa analys by use of satellit imag of the studi area and retriev of in situ soil moistur data, the data demonstr high consist with fieldwork.","knowledg of spatial distribut of soil moisture, particular at larg spatial scales, is critic for mani practic reasons.","with increas scale sampling, random chang in the model appear to fluctuat less.","comparison of six differ scale methods, the result indic that soil moistur retriev model show better correl and higher accuraci of fit under the scale method of  km, respectively, follow by  and  km.","by resampl modi imag with differ scale techniques, the impact of those scale method on accuraci of soil moistur retriev from modi data wa first investig use in situ soil moistur measurements."
10.1016/j.catena.2012.07.016,Spatial correlation between the composition of the clay fraction and contents of available phosphorus of an Oxisol at hillslope scale (2013),"a simpl correl analysi by itself is inadequ to relat attributes, which requir a supplemental, geostatist technique.",soil om and avail p content were subject to descript statist and geostatist analysi in order to ass their variabl and spatial dependence.,a total of  sampl were collect at intersect point on a  x  m georeferenc grid of regular space point  m apart in the .-.,"avail phosphorus had posit spatial correl with high crystallin goethite, hematit and gibbsite.","the spatial correl between the composit of the clay fraction (iron - fe and aluminum - al oxides, kaolinit and organ matter - om) and content of avail phosphorus (p) of an oxisol were evalu at hillslop scale under sugarcan cultivation."
10.2134/jeq2010.0140,X-ray Microspectroscopy and Chemical Reactions in Soil Microsites (2011),"soil provid long-term storag of environment contaminants, which help to protect water and air qualiti and diminish negat impact of contamin on human and ecosystem health.",spatial resolv x-ray techniqu provid opportun for follow chemic chang within soil microsit that serv a high local chemic micro-(or nano-) reactor of uniqu composition.,character solid-phas chemic speci in high complex matrix is essenti for develop principl that can be broad appli to the wide rang of notori heterogen soil occur at the earth surface.,,
10.1016/j.jhydrol.2012.10.052,Soil moisture temporal stability at different depths on two alpine hillslopes during wet and dry periods (2013),"two small alpin hillslop with relat homogen soil properti and veget cover but contrast morpholog were chosen to ass the persist of spatial organ of soil moistur over time and along the soil profile, to identifi the repres sampl locat and to evalu the tempor stabil dure wet and dri states.",this paper investig the tempor stabil of near-surfac soil moistur at various depth at the hillslop scale.,the remark persist of soil moistur spatial pattern over time and along the soil profil on the studi site wa main relat to the macro- and micro-topograph properti of the two hillslop but the soil wet condit general skew toward the wet state and the neglig variabl of climat forc due to the small studi scale might have contribut significantly.,"detail soil water content data were acquir at - cm, - cm and - cm dure three -day field campaign in ,  and .","the spatial structur of soil moistur field wa not affect by the occurr of piezometr respons and wa well preserv at all depth dure both wet and dri periods, with a slight higher degre of tempor stabil in dri condit and for deeper layers."
10.1016/j.catena.2016.08.035,Potential CO2 emissions from defrosting permafrost soils of the Qinghai-Tibet Plateau under different scenarios of climate change in 2050 and 2070 (2017),"g c kg(-) increas general soil respir by at least about one third on averag at a temperatur of  degre c. differ between scenario remain <% and thawing-induc co emiss general decreas over time compar ,  and .",g co m(-) .,g co m(-) y(-).,"with this spatial approxim at a region scale, a first area-wid estim of potenti co emiss for  and  from permafrost soil of the qinghai-tibet plateau is provided.",g degre c kg(-) to .
10.1016/j.rse.2016.10.029,Soil moisture prediction of bare soil profiles using diffuse spectral reflectance information and vadose zone flow modeling (2016),the coars scale hydraul paramet were evalu by simul soil water dynam of the  km() pixel across the zanjanrood river sub-watersh (zrs) in northwest iran.,to provid coars scale estim of van genuchten-mualem (vgm) hydraul parameters.,"this studi deal with explor the feasibl of use diffus soil spectral inform in the visible, near-infrar and shortwav infrar rang (- nm) to estim coarse-scal soil hydraul paramet and predict soil moistur profil use a topography-bas aggreg scheme in conjunct with a d mechanist water flow model.","these find indic the feasibl of use spectral data to predict vgm hydraul paramet and, ultimately, to predict soil water dynam at the larger scales.",result soil water state were compar with ground-truth measur and advanc synthet apertur radar (asar) estim of soil water content.
10.1007/s40333-018-0123-x,Spatial variability of soil water content and related factors across the Hexi Corridor of China (2019),"this studi collect and analyz swc in the - cm soil profil from  field sampl site (farmland, grassland and forestland) across the hexi corridor in .",the specif object of this studi were to determin the spatial distribut pattern of swc across the hexi corridor and identifi the factor respons for spatial variat of swc at a region scale.,"soil water content (swc) is a key factor limit ecosystem sustain in arid and semi-arid area of the hexi corridor of china, which is character by an ecolog environ that is vulner to climat change.","however, there is a knowledg gap regard the large-scal spatial distribut of swc in this region.","the swc decreas from southeast to northwest follow the same pattern a precipitation, and had a moder to strong spatial depend in a larg effect rang (- km)."
10.1016/j.jhydrol.2013.05.050,Patterns and scaling properties of surface soil moisture in an agricultural landscape: An ecohydrological modeling study (2013),(c)  the authors.,a second goal is to analyz the scale behavior of surfac soil moistur pattern in order to investig how spatial scale affect spatial patterns.,"high evapotranspir rate caus an increas in the small scale soil moistur variability, thus lead to larg negat valu of the scale exponent.","factors, make it difficult to identifi unequivoc caus and effect relationship between soil moistur and it drive variables.","larg deviat of measur and model soil moistur can be explain by a chang of the infiltr properti toward the end of the grow season, especi in maiz fields."
10.2134/jeq2012.0105,Comparative Mapping of Soil Physical-Chemical and Structural Parameters at Field Scale to Identify Zones of Enhanced Leaching Risk (2013),"overall, a comparison map of basic and structur characterist includ soil texture, bulk density, dissolv tracer, particl and phosphorus transport paramet identifi the northern one-third of the field a a zone with higher leach risk.",preferenti flow and particle-facilit transport through macropor contribut signific to the transport of strong sorb substanc such a pesticid and phosphorus.,"leach experi with a conserv tracer show fast % tracer arriv time and high tracer recoveri percentag from column sampl from the northern part of the field, and the leach mass of particl and particul phosphorus wa also largest from this area.",highest clay content and highest bulk densiti were found in the northern part of the field.,sixty-f cylindr soil column of -cm height and -cm diamet and bulk soil were sampl from the topsoil in a -m x -m grid in an agricultur loami field.
10.5194/hess-9-173-2005,Soil moisture-runoff relation at the catchment scale as observed with coarse resolution microwave remote sensing (2005),demonstr that the season chang from low runoff dure the dri season to high runoff dure the wet season is well captur by the er scatterometer.,concept of how to integr macroscal soil moistur data in hydrolog model are howev still vague.,the observ high correl between basin-averag soil moistur and runoff time seri (r- > .),"instrument like the two dedic soil moistur mission smos and hydro or the advanc scatteromet on-board metop will provid a flow of coars resolut microwav data, suit for macro-scal applications.",this may prove to be valuabl inform for model hydrolog process in larg river basin (>   km()).
10.1016/j.rse.2013.07.003,Spatial upscaling of in-situ soil moisture measurements based on MODIS-derived apparent thermal inertia (2013),"finally, the algorithm is implement to the  km x  km grid box where the network is installed, and the tempor pattern of the upscal soil moistur agre with the hydro-meteorolog knowledg of this region.","in this study, a new upscal algorithm is develop by introduc modis-deriv appar thermal inertia (ati).","first, a function relationship between the station-averag soil moistur and the pixel-averag ati is constructed.","the result indic that it can effect obtain the area-averag soil moisture, reduc the root mean squar error (rmse) from .",m()/m() befor upscal to .
10.1016/j.advwatres.2004.10.004,Upscaling of field-scale soil moisture measurements using distributed land surface modeling (2005),result demonstr that distribut model are capabl of accur captur a signific level of field-scal soil moistur heterogen observ dure smex.,accur coarse-scal soil moistur inform is requir for robust valid of current- and next-gener soil moistur product deriv from spaceborn radiometers.,"use ground-bas field data collect dure the soil moistur experi in  (smex), the potenti for use distribut model predict of the land surfac a an upscal tool for field-scal soil moistur observ is examined.","due to larg amount of land surfac and rainfal heterogeneity, such inform is difficult to obtain from exist ground-bas network of soil moistur sensors.",
10.1029/2008WR006879,Multiscale Bayesian neural networks for soil water content estimation (2008),"while convent (deterministic) ann have been tradit use in these studies, the use of bayesian train of ann is a more recent development.",the approach includ an ann train with bayesian techniqu a a ptf tool with train and valid data collect across spatial extent (scales) in two differ region in the unit states.,"overall, bayesian ann coupl with nonlinear bias correct are found to be veri suitabl tool for deriv soil hydraul paramet at the local/fin scale from soil physic properti at coarser-scal and across differ spatial extents.",this approach could potenti be use for soil hydraul properti estim and downscaling.,"unfortunately, this is rare true."
10.1016/j.agee.2015.09.012,Patterns and regulating mechanisms of soil nitrogen mineralization and temperature sensitivity in Chinese terrestrial ecosystems (2016),mg n kg(-) d(-)).,the result show that the averag n-min wa .,the n-min valu were the highest in farmland (.,"mg n kg(-), d(-)) and grassland (.","the miner (or decomposition) process of soil organ matter (som), from organ to inorganic, play import role in suppli most of nutrient for plant growth."
